path;initialize;begin editing;save;insert document;finish editing;check;start auto finish editing;check mandatory fields;check spelling;check consistency;end auto finish editing;discard;remove document;change department
initialize,begin editing,insert document,save,save,finish editing,save,finish editing,finish editing,finish editing,save,finish editing,finish editing,save,finish editing,finish editing,finish editing,save,save,save,save,save,finish editing;no data;000days 00h 00m 00s;012days 17h 18m 49s;006days 05h 23m 32s;000days 13h 55m 21s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,insert document,save,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;068days 17h 53m 25s;001days 00h 05m 12s;000days 00h 00m 09s;000days 00h 00m 08s;000days 00h 19m 47s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,save,finish editing;no data;000days 00h 00m 00s;104days 09h 59m 57s;039days 02h 22m 20s;013days 04h 58m 51s;;;;;;;;;
initialize,begin editing,save,check,insert document,save,check,finish editing;no data;000days 03h 57m 20s;005days 00h 16m 26s;023days 01h 48m 54s;000days 00h 00m 20s;012days 09h 30m 21s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;109days 23h 31m 00s;078days 02h 37m 11s;000days 00h 00m 07s;008days 14h 52m 20s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,save,save,save,check,save,finish editing;no data;014days 06h 16m 04s;002days 17h 58m 40s;;033days 02h 38m 07s;000days 00h 00m 19s;;;;;;;;
initialize,begin editing,check,insert document,save,save,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 01s;028days 20h 42m 36s;000days 00h 06m 33s;000days 00h 00m 16s;005days 16h 11m 48s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,save,save,finish editing,save,save,finish editing,finish editing;no data;017days 22h 13m 23s;020days 23h 13m 21s;;010days 16h 40m 45s;;;;;;;;;
initialize,begin editing,save,check,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing,save,check,check,finish editing;no data;000days 00h 00m 00s;081days 04h 59m 01s;000days 00h 09m 52s;000days 05h 22m 44s;002days 04h 39m 41s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;097days 07h 31m 29s;247days 23h 08m 33s;000days 00h 00m 05s;;000days 00h 29m 28s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,finish editing,save,save,finish editing,save,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 01s;040days 05h 36m 17s;012days 06h 19m 23s;059days 04h 07m 59s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing,check,finish editing;no data;000days 00h 00m 00s;011days 23h 25m 56s;105days 08h 31m 55s;000days 00h 00m 02s;000days 00h 00m 15s;001days 08h 42m 23s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,save,check,finish editing,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;015days 23h 58m 25s;000days 00h 02m 55s;007days 21h 29m 36s;000days 00h 00m 04s;;;;;;;;
initialize,begin editing,save,insert document,save,save,check,save,check,insert document,save,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;011days 02h 50m 49s;009days 23h 21m 08s;001days 12h 57m 57s;000days 00h 00m 03s;004days 09h 34m 50s;;;;;;;;
initialize,begin editing,save,save,finish editing,insert document,save,finish editing;no data;024days 00h 17m 23s;000days 00h 11m 42s;113days 19h 10m 08s;000days 00h 00m 14s;;;;;;;;;
initialize,begin editing,save,check,insert document,save,check,finish editing,save,check,finish editing;no data;000days 03h 41m 44s;067days 08h 21m 58s;030days 15h 26m 38s;000days 00h 00m 06s;008days 06h 47m 59s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;013days 08h 12m 35s;132days 02h 36m 50s;066days 15h 58m 43s;000days 00h 00m 06s;000days 00h 42m 48s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,save,check,finish editing,save,finish editing,save,finish editing,save,check,finish editing,save,save,finish editing;no data;000days 00h 00m 00s;059days 11h 25m 51s;097days 01h 05m 59s;000days 00h 00m 09s;000days 00h 00m 09s;000days 11h 17m 26s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,insert document,save,save,check,check,check,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;051days 10h 52m 32s;008days 20h 53m 58s;016days 21h 25m 23s;000days 00h 05m 53s;000days 11h 16m 45s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,finish editing,finish editing,save,finish editing,insert document,save,check,finish editing;no data;000days 00h 00m 00s;024days 01h 30m 23s;097days 03h 04m 48s;028days 00h 13m 07s;000days 00h 00m 07s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,insert document,save,check,finish editing,check,finish editing;no data;000days 00h 00m 00s;048days 10h 51m 11s;033days 03h 35m 57s;000days 00h 00m 05s;002days 15h 51m 38s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;068days 15h 32m 55s;375days 23h 11m 36s;000days 00h 00m 20s;000days 00h 00m 19s;000days 01h 26m 24s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;147days 20h 59m 29s;068days 17h 23m 43s;000days 00h 00m 04s;000days 00h 00m 22s;000days 00h 43m 55s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,check,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;119days 13h 51m 02s;031days 00h 27m 31s;000days 00h 00m 14s;020days 23h 36m 18s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,save,check,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;050days 10h 53m 23s;002days 20h 34m 07s;000days 00h 00m 05s;000days 00h 01m 36s;000days 00h 19m 19s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,check,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;057days 06h 15m 15s;000days 00h 11m 46s;000days 00h 00m 08s;016days 13h 05m 00s;;;;;;;;
initialize,begin editing,insert document,save,check,save,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;041days 02h 05m 20s;029days 02h 46m 18s;000days 00h 00m 10s;002days 12h 17m 06s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,check,finish editing,save,check,finish editing,insert document,save,check,finish editing;no data;000days 00h 00m 00s;003days 10h 04m 51s;127days 01h 04m 13s;000days 00h 00m 05s;011days 00h 23m 57s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,finish editing;no data;000days 00h 00m 00s;000days 03h 23m 29s;090days 15h 17m 40s;011days 08h 21m 52s;;000days 16h 44m 23s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,check,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,save,finish editing,insert document,save,finish editing;no data;000days 00h 00m 00s;025days 21h 48m 37s;060days 00h 17m 31s;000days 02h 35m 23s;000days 00h 00m 15s;000days 00h 38m 48s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing,save,check,finish editing,save,check,finish editing,finish editing;no data;000days 00h 00m 00s;061days 10h 29m 48s;075days 21h 06m 59s;011days 00h 12m 38s;000days 00h 00m 13s;000days 00h 19m 06s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;034days 08h 52m 40s;008days 03h 48m 37s;000days 00h 00m 01s;020days 13h 21m 51s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,save,check,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;136days 13h 35m 09s;001days 09h 17m 11s;008days 08h 05m 37s;014days 01h 34m 41s;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,check,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;077days 00h 28m 32s;033days 07h 56m 53s;000days 00h 00m 03s;004days 12h 01m 32s;000days 00h 00m 00s;000days 00h 00m 03s;000days 00h 00m 02s;000days 00h 00m 02s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,check,save,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;018days 12h 32m 14s;001days 03h 50m 34s;000days 00h 00m 14s;012days 06h 51m 39s;;;;;;;;
initialize,begin editing,insert document,save,check,save,save,check,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;018days 10h 29m 31s;035days 07h 48m 00s;000days 00h 00m 12s;000days 00h 00m 14s;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,check,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;069days 19h 21m 06s;025days 22h 03m 31s;000days 00h 00m 08s;007days 09h 08m 55s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,save,check,finish editing;no data;000days 00h 00m 00s;131days 05h 36m 25s;249days 03h 22m 20s;000days 00h 00m 05s;000days 00h 00m 22s;000days 00h 45m 43s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,finish editing,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;039days 02h 01m 24s;126days 03h 02m 26s;005days 23h 02m 38s;;;;;;;;;
initialize,begin editing,save,finish editing,finish editing,insert document,save,save,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 01s;075days 00h 02m 07s;000days 00h 00m 49s;008days 05h 47m 25s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,finish editing;no data;000days 00h 00m 00s;104days 23h 52m 34s;103days 01h 59m 20s;000days 07h 55m 31s;;000days 00h 26m 17s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;088days 05h 41m 22s;000days 01h 20m 55s;000days 00h 00m 08s;015days 07h 15m 18s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;061days 01h 32m 08s;;000days 00h 00m 11s;;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;057days 03h 33m 09s;;000days 00h 00m 00s;;022days 07h 10m 56s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,finish editing,check,finish editing,insert document,save,save,save,save,check,finish editing;no data;000days 00h 00m 01s;000days 00h 05m 29s;313days 22h 49m 03s;000days 00h 00m 05s;020days 19h 13m 19s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;082days 13h 18m 18s;007days 02h 38m 40s;000days 00h 01m 19s;000days 00h 00m 15s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,insert document,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;067days 00h 38m 58s;000days 22h 10m 09s;000days 00h 00m 04s;018days 01h 28m 11s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing;no data;000days 00h 00m 01s;076days 00h 44m 31s;256days 21h 38m 27s;000days 00h 00m 02s;000days 00h 00m 43s;005days 02h 00m 44s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,insert document,save,begin editing,save,save,finish editing,insert document,save,finish editing;no data;017days 21h 10m 37s;000days 06h 15m 51s;011days 01h 01m 35s;000days 00h 02m 32s;;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,save,save,check,finish editing,save,save,save,finish editing,save,save,finish editing,save,finish editing,save,check,finish editing,finish editing,save,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;038days 12h 18m 41s;001days 02h 12m 22s;000days 21h 04m 45s;000days 00h 02m 48s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing,save,save,save,finish editing,finish editing;no data;000days 00h 00m 00s;015days 15h 38m 00s;000days 00h 04m 40s;000days 00h 01m 44s;;001days 08h 42m 38s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,save,check,check,finish editing;no data;000days 01h 35m 15s;008days 23h 40m 14s;000days 00h 00m 14s;000days 00h 00m 04s;015days 00h 51m 16s;;;;;;;;
initialize,begin editing,insert document,save,check,check,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;045days 00h 40m 47s;008days 01h 54m 14s;000days 00h 00m 07s;009days 08h 09m 34s;;;;;;;;
initialize,begin editing,check,finish editing,save,finish editing,check,insert document,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;031days 00h 34m 47s;000days 00h 11m 57s;000days 00h 00m 07s;011days 00h 50m 09s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;079days 18h 29m 58s;056days 21h 22m 06s;000days 00h 00m 15s;000days 00h 02m 04s;000days 00h 19m 06s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,save,check,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 01s;095days 22h 39m 12s;006days 23h 56m 15s;002days 07h 11m 11s;011days 19h 31m 38s;;;;;;;;
initialize,begin editing,check,insert document,save,finish editing,insert document,save,finish editing;no data;000days 00h 00m 00s;000days 00h 24m 18s;300days 23h 31m 30s;000days 00h 00m 08s;048days 00h 19m 40s;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,check,check,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;014days 09h 30m 08s;023days 22h 57m 18s;000days 00h 00m 03s;002days 06h 49m 16s;;;;;;;;
initialize,begin editing,save,save,insert document,save,check,save,check,finish editing;no data;004days 01h 29m 10s;007days 05h 55m 29s;000days 23h 51m 34s;000days 00h 00m 15s;000days 00h 27m 55s;;;;;;;;
initialize,begin editing,finish editing,insert document,save,finish editing,save,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;087days 17h 43m 36s;161days 04h 13m 43s;013days 04h 58m 04s;000days 00h 00m 12s;;;;;;;;
initialize,begin editing,insert document,save,check,check,save,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;000days 15h 37m 03s;030days 22h 56m 28s;000days 23h 53m 18s;034days 23h 45m 41s;;;;;;;;
initialize,begin editing,save,check,check,insert document,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;014days 07h 16m 31s;000days 00h 00m 59s;000days 22h 18m 23s;018days 13h 24m 19s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,check,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;047days 21h 04m 48s;008days 01h 53m 10s;000days 00h 00m 06s;000days 15h 19m 35s;;;;;;;;
initialize,insert document,save,begin editing,save,finish editing,insert document,save,finish editing,save,finish editing;no data;005days 23h 31m 29s;011days 05h 43m 38s;000days 00h 15m 00s;000days 00h 00m 39s;;;;;;;;;
initialize,insert document,save,begin editing,save,save,check,save,check,finish editing,insert document,save,finish editing,save,finish editing;no data;000days 00h 01m 43s;029days 16h 58m 57s;036days 08h 44m 56s;000days 00h 00m 17s;000days 00h 00m 06s;;;;;;;;
initialize,begin editing,check,check,check,check,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;057days 13h 35m 55s;000days 00h 01m 46s;000days 00h 14m 10s;033days 07h 55m 48s;;;;;;;;
initialize,begin editing,save,insert document,save,save,check,finish editing,check,finish editing,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 01s;066days 17h 21m 24s;014days 22h 41m 24s;000days 00h 00m 10s;001days 13h 50m 29s;;;;;;;;
initialize,begin editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing,finish editing;no data;000days 00h 00m 01s;145days 10h 22m 10s;047days 00h 23m 09s;044days 05h 46m 46s;042days 11h 37m 05s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,finish editing,save,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 01s;051days 00h 31m 12s;067days 00h 44m 54s;000days 00h 00m 25s;000days 00h 00m 08s;000days 00h 47m 50s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,save,save,check,save,save,save,check,save,check,finish editing,save,check,finish editing,save,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;045days 16h 07m 36s;074days 05h 50m 06s;000days 00h 00m 04s;000days 00h 05m 35s;000days 01h 04m 56s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;145days 05h 29m 01s;107days 23h 13m 10s;000days 00h 00m 15s;000days 00h 00m 42s;000days 00h 44m 07s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,check,check,finish editing,save,finish editing,save,check,finish editing;no data;000days 00h 00m 01s;125days 01h 14m 33s;000days 00h 03m 37s;000days 00h 00m 05s;014days 01h 34m 09s;;;;;;;;
initialize,begin editing,insert document,save,save,save,check,save,save,check,finish editing,save,check,finish editing,save,check,save,check,finish editing,save,check,save,check,save,save,check,finish editing,save,check,finish editing,save,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 01s;040days 06h 37m 59s;019days 22h 10m 36s;002days 16h 19m 56s;000days 00h 01m 34s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;027days 15h 04m 20s;020days 19h 18m 02s;000days 00h 00m 08s;000days 00h 02m 35s;;;;;;;;
initialize,begin editing,insert document,save,save,save,save,finish editing,finish editing;no data;000days 00h 00m 00s;011days 17h 33m 26s;001days 05h 18m 21s;045days 11h 36m 38s;;;;;;;;;
initialize,begin editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;052days 22h 28m 09s;049days 10h 02m 29s;000days 00h 00m 17s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;076days 18h 20m 27s;146days 13h 20m 45s;000days 00h 00m 09s;;000days 21h 59m 45s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,check,finish editing,insert document,save,check,finish editing;no data;000days 00h 00m 00s;000days 00h 00m 26s;466days 00h 09m 55s;000days 00h 00m 23s;046days 08h 58m 36s;000days 00h 19m 20s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,finish editing,check,insert document,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;025days 11h 04m 43s;000days 00h 00m 30s;003days 23h 50m 56s;000days 00h 00m 14s;;;;;;;;
initialize,begin editing,save,save,insert document,save,save,save,save,save,save,save,check,check,insert document,save,check,save,save,check,remove document,save,check,finish editing;no data;000days 00h 02m 01s;004days 21h 58m 21s;000days 00h 05m 27s;000days 00h 00m 05s;000days 00h 00m 17s;;;;;;;000days 00h 03m 03s;
initialize,begin editing,save,insert document,save,check,save,check,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;103days 23h 45m 21s;002days 04h 03m 57s;000days 00h 00m 17s;006days 08h 34m 49s;;;;;;;;
