path;initialize;begin editing;save;insert document;finish editing;check;start auto finish editing;check mandatory fields;check spelling;check consistency;end auto finish editing;discard;remove document;change department
initialize,insert document,save,begin editing,save,save,finish editing,insert document,save,finish editing,save,check,finish editing;no data;no data;026days 11h 20m 53s;030days 21h 59m 52s;000days 00h 00m 05s;no data;;;;;;;;
initialize,begin editing,insert document,save,save,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,save,finish editing,save,finish editing;no data;no data;051days 01h 09m 52s;no data;002days 02h 30m 24s;no data;no data;no data;no data;no data;no data;;;
initialize,begin editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,finish editing,finish editing,insert document,save,finish editing,save,check,finish editing;no data;no data;084days 03h 55m 35s;no data;042days 17h 31m 31s;no data;000days 04h 14m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,finish editing,save,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,finish editing;no data;no data;153days 07h 54m 09s;no data;012days 13h 27m 42s;020days 09h 53m 34s;000days 15h 56m 59s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,save,check,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,check,finish editing;no data;no data;154days 10h 27m 53s;no data;000days 00h 00m 17s;000days 00h 00m 47s;000days 00h 44m 21s;000days 00h 00m 00s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,save,insert document,save,save,save,save,save,save,save,finish editing;no data;no data;000days 00h 11m 28s;046days 01h 57m 26s;no data;;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,save,save,save,finish editing;no data;no data;020days 18h 28m 46s;no data;000days 00h 06m 05s;006days 22h 18m 35s;;;;;;;;
initialize,begin editing,insert document,save,save,save,check,finish editing,save,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save;no data;no data;127days 20h 39m 02s;no data;002days 04h 59m 46s;000days 00h 00m 15s;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,check,finish editing;no data;no data;115days 14h 45m 16s;no data;009days 00h 02m 24s;no data;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing;no data;no data;120days 07h 05m 55s;no data;000days 00h 00m 16s;;no data;no data;no data;no data;no data;;;
initialize,begin editing,finish editing,insert document,save,finish editing,finish editing,save,finish editing;no data;no data;024days 03h 27m 04s;no data;074days 17h 36m 14s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,save,finish editing,save,save,save,check,finish editing,save,finish editing,save,check,finish editing;no data;no data;015days 00h 17m 46s;no data;000days 00h 00m 24s;000days 00h 09m 40s;000days 00h 28m 00s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,insert document,save,begin editing,save,save,finish editing;no data;010days 12h 32m 45s;016days 05h 33m 03s;000days 00h 00m 02s;065days 23h 14m 10s;;;;;;;;;
initialize,begin editing,check,check,finish editing,save,finish editing,insert document,save,finish editing;no data;no data;093days 10h 45m 15s;no data;000days 00h 00m 04s;013days 21h 02m 03s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing;no data;no data;014days 00h 48m 19s;no data;052days 01h 00m 30s;000days 00h 00m 02s;;;;;;;;
initialize,begin editing,check,check,check,finish editing,save,finish editing,insert document,save,check,finish editing;no data;no data;078days 14h 02m 34s;no data;000days 00h 00m 07s;028days 01h 05m 00s;;;;;;;;
initialize,begin editing,insert document,save,check,save,finish editing;no data;no data;058days 19h 11m 54s;no data;no data;no data;;;;;;;;
initialize,begin editing,insert document,save,finish editing,save,finish editing,save,finish editing,check,finish editing,save,finish editing,save,finish editing;no data;no data;122days 17h 01m 31s;no data;000days 00h 15m 06s;no data;;;;;;;;
initialize,begin editing,check,insert document,save,check,save,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;024days 00h 27m 51s;no data;002days 09h 56m 41s;026days 03h 49m 42s;;;;;;;;
initialize,begin editing,check,insert document,save,check,finish editing,save,finish editing,save,check,finish editing;no data;no data;060days 10h 29m 14s;no data;000days 00h 00m 01s;041days 14h 51m 48s;;;;;;;;
initialize,insert document,save,begin editing,save,save,save,finish editing;no data;010days 15h 48m 18s;007days 04h 53m 22s;000days 00h 00m 04s;000days 00h 00m 07s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,save,check,finish editing,save,save,save,save,check,finish editing,save,finish editing;no data;no data;007days 23h 12m 02s;no data;000days 00h 00m 30s;006days 23h 27m 05s;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,save,check,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;no data;145days 02h 00m 49s;no data;000days 00h 00m 03s;000days 00h 01m 41s;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,save,finish editing,finish editing,finish editing,finish editing;no data;no data;015days 13h 27m 28s;no data;090days 12h 17m 33s;;000days 16h 02m 21s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,finish editing,insert document,save,check,finish editing;no data;000days 00h 00m 00s;000days 00h 01m 30s;168days 04h 25m 15s;030days 16h 57m 43s;000days 00h 00m 00s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,check,finish editing;no data;no data;037days 11h 32m 49s;no data;164days 03h 47m 06s;no data;047days 13h 23m 26s;000days 00h 00m 00s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,check,save,check,save,check,finish editing,save,check,finish editing;no data;no data;042days 11h 22m 52s;no data;000days 00h 00m 04s;000days 00h 00m 16s;;;;;;;;
initialize,begin editing,insert document,save,save,save,save,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;165days 19h 18m 02s;no data;000days 00h 00m 05s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,finish editing,insert document,save,save,finish editing,finish editing,save,finish editing;no data;no data;116days 02h 10m 37s;no data;043days 12h 51m 27s;;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,save,check,finish editing,finish editing,save,finish editing,save,finish editing;no data;no data;010days 11h 17m 38s;no data;051days 14h 02m 20s;no data;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,save,save,finish editing,finish editing;no data;no data;007days 11h 13m 21s;no data;000days 03h 29m 01s;;001days 22h 04m 05s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;138days 14h 44m 33s;026days 00h 07m 43s;000days 00h 00m 06s;000days 00h 00m 07s;000days 01h 06m 05s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,save,check,finish editing,insert document,save,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;053days 11h 30m 05s;no data;000days 00h 00m 07s;000days 00h 00m 13s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,check,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;no data;009days 14h 22m 15s;no data;000days 00h 00m 00s;000days 01h 12m 17s;000days 01h 11m 57s;000days 00h 00m 00s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing;no data;no data;no data;no data;000days 00h 00m 03s;no data;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,save,save,save,save,finish editing,finish editing;no data;no data;006days 07h 38m 48s;;366days 10h 47m 55s;;;;;;;;;
initialize,begin editing,insert document,save,save,check,check,finish editing,save,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;144days 20h 32m 16s;no data;000days 00h 07m 40s;007days 16h 45m 17s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing,save,save,save,finish editing,save,finish editing,save,finish editing;no data;no data;112days 00h 51m 09s;no data;000days 02h 14m 58s;no data;000days 02h 02m 14s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing;no data;no data;013days 05h 52m 01s;no data;001days 12h 21m 59s;;000days 15h 59m 31s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,save,save,check,finish editing;no data;no data;000days 00h 40m 31s;no data;000days 00h 00m 02s;no data;000days 01h 05m 35s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,finish editing,save,save,finish editing,finish editing;no data;no data;032days 23h 52m 39s;no data;002days 06h 28m 26s;;;;;;;;;
initialize,begin editing,check,insert document,save,check,finish editing,save,check,finish editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;097days 10h 15m 44s;no data;000days 09h 27m 42s;012days 01h 33m 16s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,finish editing,save,finish editing,finish editing,finish editing,save,finish editing,finish editing,save,finish editing,finish editing,finish editing,save,save,save,save,save,finish editing;no data;no data;025days 15h 24m 34s;no data;001days 12h 42m 05s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,insert document,save,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;066days 04h 07m 53s;no data;000days 00h 00m 09s;000days 00h 00m 01s;000days 00h 27m 58s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,save,finish editing;no data;no data;132days 01h 15m 11s;no data;029days 12h 46m 14s;;;;;;;;;
initialize,begin editing,save,check,insert document,save,check,finish editing;no data;000days 05h 35m 39s;009days 23h 31m 52s;008days 11h 58m 30s;000days 00h 00m 24s;018days 08h 20m 45s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;no data;131days 19h 26m 21s;no data;000days 00h 00m 07s;012days 04h 33m 28s;no data;no data;no data;no data;no data;;;
initialize,begin editing,save,save,save,check,save,finish editing;no data;no data;003days 18h 36m 15s;;no data;no data;;;;;;;;
initialize,begin editing,check,insert document,save,save,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;no data;041days 01h 44m 33s;no data;000days 00h 00m 23s;012days 16h 32m 16s;no data;no data;no data;no data;no data;;;
initialize,begin editing,save,save,finish editing,save,save,finish editing,finish editing;no data;no data;032days 02h 42m 24s;;015days 04h 13m 36s;;;;;;;;;
initialize,begin editing,save,check,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing,save,check,check,finish editing;no data;no data;124days 18h 23m 28s;no data;000days 12h 01m 13s;005days 08h 58m 36s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;080days 13h 29m 39s;033days 10h 48m 12s;000days 00h 00m 07s;;000days 00h 45m 12s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,finish editing,save,save,finish editing,save,finish editing,finish editing,save,finish editing;no data;no data;082days 08h 27m 37s;no data;123days 03h 40m 57s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing,check,finish editing;no data;no data;016days 22h 29m 16s;no data;000days 00h 00m 01s;000days 00h 00m 11s;001days 22h 15m 14s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,save,check,finish editing,finish editing,save,finish editing,save,finish editing;no data;no data;025days 03h 52m 31s;no data;014days 15h 29m 11s;no data;;;;;;;;
initialize,begin editing,save,insert document,save,save,check,save,check,insert document,save,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;018days 23h 03m 16s;002days 04h 16m 25s;000days 00h 00m 00s;009days 20h 04m 39s;;;;;;;;
initialize,begin editing,save,save,finish editing,insert document,save,finish editing;no data;no data;000days 00h 10m 02s;no data;000days 00h 00m 14s;;;;;;;;;
initialize,begin editing,save,check,insert document,save,check,finish editing,save,check,finish editing;no data;000days 05h 13m 33s;122days 06h 14m 25s;012days 00h 52m 30s;000days 00h 00m 02s;015days 14h 31m 43s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,save,finish editing;no data;no data;023days 00h 57m 22s;no data;163days 07h 07m 39s;no data;000days 01h 14m 09s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,save,check,finish editing,save,finish editing,save,finish editing,save,check,finish editing,save,save,finish editing;no data;no data;147days 06h 55m 07s;no data;000days 00h 00m 10s;000days 00h 00m 01s;000days 15h 58m 03s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,insert document,save,save,check,check,check,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;064days 14h 04m 42s;no data;044days 16h 38m 05s;000days 00h 09m 37s;000days 15h 57m 04s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,finish editing,finish editing,save,finish editing,insert document,save,check,finish editing;no data;no data;034days 00h 42m 26s;no data;042days 14h 51m 15s;no data;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,insert document,save,check,finish editing,check,finish editing;no data;no data;068days 12h 31m 09s;no data;000days 00h 00m 03s;004days 14h 36m 15s;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;117days 07h 30m 43s;no data;000days 00h 00m 39s;000days 00h 00m 21s;000days 02h 02m 11s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;169days 06h 19m 07s;032days 03h 10m 23s;000days 00h 00m 06s;000days 00h 00m 15s;000days 01h 07m 05s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,check,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing;no data;no data;144days 20h 27m 14s;no data;000days 00h 00m 10s;046days 21h 33m 51s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,save,check,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;094days 23h 10m 45s;no data;000days 00h 00m 03s;000days 00h 03m 05s;000days 00h 27m 20s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,check,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;077days 22h 43m 09s;000days 00h 13m 09s;000days 00h 00m 02s;019days 18h 05m 50s;;;;;;;;
initialize,begin editing,insert document,save,check,save,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing;no data;no data;073days 01h 09m 31s;no data;000days 00h 00m 12s;005days 00h 24m 48s;no data;no data;no data;no data;no data;;;
initialize,begin editing,check,finish editing,save,check,finish editing,insert document,save,check,finish editing;no data;no data;004days 20h 04m 30s;no data;000days 00h 00m 02s;019days 01h 56m 57s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,finish editing;no data;000days 00h 00m 00s;000days 07h 13m 09s;002days 11h 11m 59s;017days 14h 47m 01s;;001days 08h 27m 58s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,check,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,save,finish editing,insert document,save,finish editing;no data;no data;055days 19h 28m 21s;029days 21h 32m 51s;000days 07h 45m 19s;no data;000days 00h 54m 52s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing,save,check,finish editing,save,check,finish editing,finish editing;no data;no data;070days 10h 59m 29s;no data;025days 23h 57m 06s;000days 00h 00m 07s;000days 00h 27m 01s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;no data;059days 12h 38m 00s;no data;000days 00h 00m 00s;029days 01h 42m 58s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,save,check,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;205days 21h 41m 21s;001days 23h 04m 06s;020days 10h 07m 19s;017days 11h 28m 00s;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,check,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;no data;116days 23h 57m 16s;no data;000days 00h 00m 01s;011days 00h 35m 50s;no data;no data;no data;no data;no data;;;
initialize,begin editing,check,insert document,save,check,save,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;027days 09h 48m 59s;no data;000days 00h 00m 09s;020days 15h 27m 20s;;;;;;;;
initialize,begin editing,insert document,save,check,save,save,check,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,save,finish editing;no data;no data;020days 03h 23m 05s;no data;000days 00h 00m 04s;000days 00h 00m 08s;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,check,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;130days 05h 55m 23s;no data;000days 00h 00m 07s;020days 20h 57m 42s;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,save,check,finish editing;no data;no data;227days 07h 14m 25s;no data;000days 00h 00m 05s;no data;000days 01h 04m 39s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,finish editing,finish editing,save,finish editing,save,finish editing;no data;no data;062days 09h 55m 48s;no data;011days 22h 04m 56s;;;;;;;;;
initialize,begin editing,save,finish editing,finish editing,insert document,save,save,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing,save,finish editing;no data;no data;074days 02h 07m 19s;no data;021days 01h 59m 38s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,finish editing;no data;no data;131days 16h 18m 38s;no data;000days 19h 24m 11s;;000days 00h 45m 32s;000days 00h 00m 00s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;no data;no data;108days 17h 47m 30s;no data;000days 00h 00m 05s;030days 14h 28m 53s;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing;no data;no data;086days 08h 33m 33s;;000days 00h 00m 14s;;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;no data;no data;;000days 00h 00m 00s;;044days 13h 29m 18s;000days 00h 00m 00s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,check,finish editing,check,finish editing,insert document,save,save,save,save,check,finish editing;no data;no data;000days 00h 03m 41s;no data;000days 00h 00m 03s;036days 00h 30m 19s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;083days 15h 23m 24s;no data;000days 00h 01m 48s;000days 00h 00m 06s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,insert document,save,check,finish editing,save,finish editing;no data;no data;094days 18h 58m 12s;no data;000days 00h 00m 04s;025days 13h 00m 47s;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing;no data;no data;107days 12h 33m 09s;no data;000days 00h 00m 02s;000days 00h 00m 28s;008days 16h 54m 57s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
